MATERIAL NUMBER,Description,MT,MT+PVN
0432191719,NOZZLE AND HOLDER ASSY,247.32,299.26
0432191721,NOZZLE AND HOLDER ASSY,249.42,301.79
0432191724,NOZZLE AND HOLDER ASSY,215.92,261.26
0432191727,NOZZLE AND HOLDER ASSY,299.06,361.87
0432191730,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191731,NOZZLE AND HOLDER ASSY,260.88,315.66
0432191732,NOZZLE AND HOLDER ASSY,228.75,276.79
0432191735,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191736,NOZZLE AND HOLDER ASSY,256.40,310.24
0432191737,NOZZLE AND HOLDER ASSY,78.98,95.57
0432191738,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191740,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191741,NOZZLE AND HOLDER ASSY,228.75,276.79
0432191752,NOZZLE AND HOLDER ASSY,247.96,300.04
0432191753,NOZZLE AND HOLDER ASSY,247.84,299.88
0432191756,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191757,NOZZLE AND HOLDER ASSY,232.76,281.63
0432191760,Smidzin?t?js,293.77,355.46
0432191764,NOZZLE AND HOLDER ASSY,247.84,299.88
0432191765,NOZZLE AND HOLDER ASSY,282.23,341.49
0432191770,NOZZLE AND HOLDER ASSY,269.76,326.41
0432191771,NOZZLE AND HOLDER ASSY,243.45,294.57
0432191773,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191776,Smidzin?t?js,238.27,288.31
0432191778,NOZZLE AND HOLDER ASSY,280.93,339.93
0432191779,NOZZLE AND HOLDER ASSY,244.67,296.05
0432191787,NOZZLE AND HOLDER ASSY,246.45,298.20
0432191788,NOZZLE AND HOLDER ASSY,266.79,322.82
0432191789,NOZZLE AND HOLDER ASSY,247.84,299.88
0432191790,NOZZLE AND HOLDER ASSY,247.84,299.88
0432191792,NOZZLE AND HOLDER ASSY,280.93,339.93
0432191794,NOZZLE AND HOLDER ASSY,230.28,278.63
0432191795,NOZZLE AND HOLDER ASSY,248.44,300.61
0432191796,NOZZLE AND HOLDER ASSY,251.21,303.96
0432191798,NOZZLE AND HOLDER ASSY,243.70,294.88
0432191800,NOZZLE AND HOLDER ASSY,305.44,369.59
0432191801,NOZZLE AND HOLDER ASSY,285.66,345.65
0432191802,NOZZLE AND HOLDER ASSY,286.49,346.65
0432191804,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191805,NOZZLE AND HOLDER ASSY,280.93,339.93
0432191806,NOZZLE AND HOLDER ASSY,286.50,346.67
0432191807,NOZZLE AND HOLDER ASSY,284.67,344.45
0432191808,NOZZLE AND HOLDER ASSY,252.58,305.62
0432191809,NOZZLE AND HOLDER ASSY,250.08,302.60
0432191810,NOZZLE AND HOLDER ASSY,252.97,306.09
0432191812,NOZZLE AND HOLDER ASSY,239.09,289.30
0432191815,NOZZLE AND HOLDER ASSY,266.79,322.82
0432191817,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191818,NOZZLE AND HOLDER ASSY,260.88,315.66
0432191822,NOZZLE AND HOLDER ASSY,274.92,332.65
0432191825,NOZZLE AND HOLDER ASSY,261.21,316.07
0432191834,NOZZLE AND HOLDER ASSY,286.50,346.67
0432191836,Smidzin?t?js,274.01,331.56
0432191839,NOZZLE AND HOLDER ASSY,257.27,311.29
0432191841,NOZZLE AND HOLDER ASSY,223.47,270.39
0432191848,NOZZLE AND HOLDER ASSY,266.79,322.82
0432191852,NOZZLE AND HOLDER ASSY,266.79,322.82
0432191861,NOZZLE AND HOLDER ASSY,253.60,306.86
0432191863,NOZZLE AND HOLDER ASSY,241.58,292.31
0432191864,NOZZLE AND HOLDER ASSY,267.58,323.78
0432191870,NOZZLE AND HOLDER ASSY,246.07,297.74
0432191878,NOZZLE AND HOLDER ASSY,250.75,303.40
0432191880,Smidzin?t?js,278.19,336.61
0432192881,NOZZLE AND HOLDER ASSY,263.73,319.12
0432192884,Smidzin?t?js,283.39,342.90
0432193419,NOZZLE AND HOLDER ASSY,250.93,303.63
0432193423,NOZZLE AND HOLDER ASSY,250.93,303.63
0432193433,NOZZLE AND HOLDER ASSY,305.04,369.10
0432193436,NOZZLE AND HOLDER ASSY,240.59,291.12
0432193438,NOZZLE AND HOLDER ASSY,277.67,335.99
0432193444,NOZZLE AND HOLDER ASSY,228.53,276.52
0432193445,NOZZLE AND HOLDER ASSY,245.74,297.35
0432193446,NOZZLE AND HOLDER ASSY,305.04,369.10
0432193448,NOZZLE AND HOLDER ASSY,254.70,308.18
0432193450,NOZZLE AND HOLDER ASSY,289.79,350.64
0432193458,NOZZLE AND HOLDER ASSY,490.32,593.29
0432193464,NOZZLE AND HOLDER ASSY,490.32,593.29
0432193479,NOZZLE AND HOLDER ASSY,123.44,149.36
0432193480,NOZZLE AND HOLDER ASSY,193.24,233.82
0432193481,NOZZLE AND HOLDER ASSY,203.57,246.32
0432193482,NOZZLE AND HOLDER ASSY,254.70,308.18
0432193486,NOZZLE AND HOLDER ASSY,240.85,291.43
0432193487,NOZZLE AND HOLDER ASSY,256.10,309.88
0432193488,NOZZLE AND HOLDER ASSY,253.73,307.01
0432193489,NOZZLE AND HOLDER ASSY,253.73,307.01
0432193498,NOZZLE AND HOLDER ASSY,286.50,346.67
0432193501,NOZZLE AND HOLDER ASSY,299.06,361.87
0432193504,NOZZLE AND HOLDER ASSY,230.39,278.77
0432193508,NOZZLE AND HOLDER ASSY,427.05,516.73
0432193510,NOZZLE AND HOLDER ASSY,380.78,460.74
0432193512,NOZZLE AND HOLDER ASSY,231.98,280.70
0432193513,NOZZLE AND HOLDER ASSY,293.93,355.66
0432193514,NOZZLE AND HOLDER ASSY,417.58,505.28
0432193517,NOZZLE AND HOLDER ASSY,359.73,435.27
0432193519,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193523,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193524,NOZZLE AND HOLDER ASSY,247.84,299.88
0432193525,NOZZLE AND HOLDER ASSY,300.45,363.55
0432193526,NOZZLE AND HOLDER ASSY,483.84,585.45
0432193527,NOZZLE AND HOLDER ASSY,296.22,358.42
0432193532,NOZZLE AND HOLDER ASSY,278.62,337.12
0432193533,NOZZLE AND HOLDER ASSY,282.92,342.33
0432193534,NOZZLE AND HOLDER ASSY,236.97,286.73
0432193535,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193536,NOZZLE AND HOLDER ASSY,568.48,687.86
0432193537,NOZZLE AND HOLDER ASSY,242.76,293.74
0432193538,NOZZLE AND HOLDER ASSY,667.29,807.42
0432193541,NOZZLE AND HOLDER ASSY,293.93,355.66
0432193542,NOZZLE AND HOLDER ASSY,525.32,635.64
0432193544,NOZZLE AND HOLDER ASSY,341.31,412.98
0432193546,NOZZLE AND HOLDER ASSY,305.04,369.10
0432193548,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193549,NOZZLE AND HOLDER ASSY,293.93,355.66
0432193550,NOZZLE AND HOLDER ASSY,296.85,359.18
0432193552,NOZZLE AND HOLDER ASSY,225.31,272.63
0432193558,NOZZLE AND HOLDER ASSY,293.40,355.01
0432193559,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193563,NOZZLE AND HOLDER ASSY,310.20,375.34
0432193564,NOZZLE AND HOLDER ASSY,225.31,272.63
0432193565,NOZZLE AND HOLDER ASSY,251.03,303.75
0432193566,NOZZLE AND HOLDER ASSY,276.17,334.17
0432193569,NOZZLE AND HOLDER ASSY,302.07,365.51
0432193570,NOZZLE AND HOLDER ASSY,322.23,389.90
0432193571,NOZZLE AND HOLDER ASSY,368.02,445.30
0432193572,NOZZLE AND HOLDER ASSY,597.94,723.50
0432193573,NOZZLE AND HOLDER ASSY,414.56,501.62
0432193575,NOZZLE AND HOLDER ASSY,442.60,535.54
0432193577,NOZZLE AND HOLDER ASSY,412.27,498.85
0432193579,NOZZLE AND HOLDER ASSY,390.53,472.54
0432193581,NOZZLE AND HOLDER ASSY,230.39,278.77
0432193582,NOZZLE AND HOLDER ASSY,251.03,303.75
0432193583,NOZZLE AND HOLDER ASSY,278.62,337.12
0432193584,NOZZLE AND HOLDER ASSY,375.83,454.75
0432193592,NOZZLE AND HOLDER ASSY,479.88,580.65
0432193594,NOZZLE AND HOLDER ASSY,358.49,433.77
0432193596,NOZZLE AND HOLDER ASSY,248.56,300.76
0432193597,NOZZLE AND HOLDER ASSY,277.77,336.10
0432193599,NOZZLE AND HOLDER ASSY,231.42,280.02
0432193601,NOZZLE AND HOLDER ASSY,262.71,317.88
0432193602,NOZZLE AND HOLDER ASSY,435.39,526.82
0432193604,NOZZLE AND HOLDER ASSY,293.93,355.66
0432193608,NOZZLE AND HOLDER ASSY,365.34,442.07
0432193610,NOZZLE AND HOLDER ASSY,265.18,320.87
0432193611,NOZZLE AND HOLDER ASSY,260.86,315.64
0432193612,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193613,NOZZLE AND HOLDER ASSY,415.55,502.82
0432193615,NOZZLE AND HOLDER ASSY,209.67,253.70
0432193617,NOZZLE AND HOLDER ASSY,409.99,496.08
0432193619,NOZZLE AND HOLDER ASSY,343.01,415.05
0432193621,NOZZLE AND HOLDER ASSY,340.54,412.06
0432193623,NOZZLE AND HOLDER ASSY,364.76,441.36
0432193625,NOZZLE AND HOLDER ASSY,252.79,305.87
0432193629,NOZZLE AND HOLDER ASSY,225.53,272.90
0432193630,NOZZLE AND HOLDER ASSY,232.76,281.63
0432193632,NOZZLE AND HOLDER ASSY,535.49,647.94
0432193633,NOZZLE AND HOLDER ASSY,337.29,408.12
0432193634,NOZZLE AND HOLDER ASSY,319.06,386.06
0432193635,NOZZLE AND HOLDER ASSY,232.76,281.63
0432193637,NOZZLE AND HOLDER ASSY,575.00,695.75
0432193639,NOZZLE AND HOLDER ASSY,192.50,232.93
0432193641,NOZZLE AND HOLDER ASSY,197.46,238.93
0432193643,NOZZLE AND HOLDER ASSY,233.13,282.08
0432193644,NOZZLE AND HOLDER ASSY,295.14,357.12
0432193645,NOZZLE AND HOLDER ASSY,232.76,281.63
0432193647,NOZZLE AND HOLDER ASSY,230.39,278.77
0432193649,NOZZLE AND HOLDER ASSY,230.39,278.77
0432193650,NOZZLE AND HOLDER ASSY,178.57,216.06
0432193651,NOZZLE AND HOLDER ASSY,279.23,337.87
0432193652,NOZZLE AND HOLDER ASSY,79.56,96.27
0432193655,NOZZLE AND HOLDER ASSY,231.98,280.70
0432193662,NOZZLE AND HOLDER ASSY,283.60,343.16
0432193666,NOZZLE AND HOLDER ASSY,236.38,286.02
0432193669,NOZZLE AND HOLDER ASSY,200.51,242.62
0432193676,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193680,NOZZLE AND HOLDER ASSY,275.86,333.79
0432193682,NOZZLE AND HOLDER ASSY,231.98,280.70
0432193686,NOZZLE AND HOLDER ASSY,299.41,362.29
0432193687,NOZZLE AND HOLDER ASSY,179.63,217.35
0432193688,NOZZLE AND HOLDER ASSY,223.03,269.86
0432193689,NOZZLE AND HOLDER ASSY,297.62,360.12
0432193690,NOZZLE AND HOLDER ASSY,309.76,374.80
0432193691,NOZZLE AND HOLDER ASSY,308.54,373.33
0432193693,NOZZLE AND HOLDER ASSY,260.60,315.33
0432193695,NOZZLE AND HOLDER ASSY,204.33,247.24
0432193698,NOZZLE AND HOLDER ASSY,546.12,660.81
0432193699,NOZZLE AND HOLDER ASSY,263.73,319.12
0432193700,NOZZLE AND HOLDER ASSY,304.10,367.96
0432193701,NOZZLE AND HOLDER ASSY,242.28,293.16
0432193702,NOZZLE AND HOLDER ASSY,210.43,254.63
0432193704,NOZZLE AND HOLDER ASSY,346.27,418.98
0432193707,NOZZLE AND HOLDER ASSY,290.56,351.58
0432193709,NOZZLE AND HOLDER ASSY,283.94,343.57
0432193716,NOZZLE AND HOLDER ASSY,208.33,252.08
0432193722,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193727,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193728,NOZZLE AND HOLDER ASSY,304.43,368.36
0432193730,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193731,NOZZLE AND HOLDER ASSY,276.17,334.17
0432193732,NOZZLE AND HOLDER ASSY,277.77,336.10
0432193734,NOZZLE AND HOLDER ASSY,275.30,333.11
0432193744,NOZZLE AND HOLDER ASSY,301.81,365.19
0432193746,NOZZLE AND HOLDER ASSY,169.41,204.98
0432193752,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193753,NOZZLE AND HOLDER ASSY,294.50,356.34
0432193754,NOZZLE AND HOLDER ASSY,312.31,377.89
0432193755,NOZZLE AND HOLDER ASSY,296.22,358.42
0432193757,NOZZLE AND HOLDER ASSY,120.39,145.67
0432193758,NOZZLE AND HOLDER ASSY,188.69,228.31
0432193765,NOZZLE AND HOLDER ASSY,246.07,297.74
0432193766,NOZZLE AND HOLDER ASSY,285.52,345.48
0432193768,NOZZLE AND HOLDER ASSY,416.09,503.47
0432193771,NOZZLE AND HOLDER ASSY,417.53,505.22
0432193785,Smidzin?t?js,263.36,318.66
0432193786,NOZZLE AND HOLDER ASSY,262.97,318.19
0432193787,Smidzin?t?js,486.32,588.45
0432193791,NOZZLE AND HOLDER ASSY,263.77,319.16
0432193794,NOZZLE AND HOLDER ASSY,243.94,295.17
0432193795,NOZZLE AND HOLDER ASSY,376.97,456.14
0432193796,NOZZLE AND HOLDER ASSY,227.73,275.55
0432193798,NOZZLE AND HOLDER ASSY,236.72,286.43
0432193812,Smidzin?t?js,637.87,771.82
0432193816,NOZZLE AND HOLDER ASSY,265.03,320.68
0432193818,NOZZLE AND HOLDER ASSY,265.04,320.70
0432193819,NOZZLE AND HOLDER ASSY,276.17,334.17
0432193820,NOZZLE AND HOLDER ASSY,361.91,437.91
0432193823,NOZZLE AND HOLDER ASSY,262.71,317.88
0432193826,NOZZLE AND HOLDER ASSY,260.88,315.66
0432193828,NOZZLE AND HOLDER ASSY,299.06,361.87
0432193829,NOZZLE AND HOLDER ASSY,365.71,442.51
0432193833,NOZZLE AND HOLDER ASSY,232.76,281.63
0432193834,Smidzin?t?js,609.72,737.76
0432193835,NOZZLE AND HOLDER ASSY,165.97,200.83
0432193837,NOZZLE AND HOLDER ASSY,410.75,497.01
0432193838,NOZZLE AND HOLDER ASSY,188.69,228.31
0432193842,NOZZLE AND HOLDER ASSY,287.51,347.88
0432193845,NOZZLE AND HOLDER ASSY,275.71,333.60
0432193849,NOZZLE AND HOLDER ASSY,249.96,302.45
0432193852,Smidzin?t?js,503.72,609.51
0432193861,NOZZLE AND HOLDER ASSY,248.56,300.76
0432193866,Smidzin?t?js,294.95,356.89
0432193879,NOZZLE AND HOLDER ASSY,290.31,351.28
0432193887,NOZZLE AND HOLDER ASSY,299.06,361.87
0432206010,NOZZLE AND HOLDER ASSY,1213.55,1468.40
0432206011,NOZZLE AND HOLDER ASSY,1274.54,1542.19
0432206013,NOZZLE AND HOLDER ASSY,1402.40,1696.91
0432207006,NOZZLE AND HOLDER ASSY,1043.98,1263.21
0432217077,NOZZLE AND HOLDER ASSY,194.66,235.53
0432217081,NOZZLE AND HOLDER ASSY,213.85,258.76
0432217084,NOZZLE AND HOLDER ASSY,105.89,128.13
0432217091,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217092,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217104,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217131,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217134,NOZZLE AND HOLDER ASSY,205.84,249.07
0432217141,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217142,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217147,NOZZLE AND HOLDER ASSY,79.36,96.03
0432217161,NOZZLE AND HOLDER ASSY,206.50,249.87
0432217164,NOZZLE AND HOLDER ASSY,148.66,179.88
0432217184,Smidzin?t?js,221.11,267.54
0432217185,NOZZLE AND HOLDER ASSY,303.11,366.77
0432217193,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217196,NOZZLE AND HOLDER ASSY,87.76,106.19
0432217207,NOZZLE AND HOLDER ASSY,196.05,237.22
0432217211,NOZZLE AND HOLDER ASSY,69.82,84.49
0432217218,NOZZLE AND HOLDER ASSY,84.52,102.27
0432217222,NOZZLE AND HOLDER ASSY,188.79,228.44
0432217223,NOZZLE AND HOLDER ASSY,144.04,174.29
0432217226,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217236,NOZZLE AND HOLDER ASSY,243.63,294.79
0432217248,NOZZLE AND HOLDER ASSY,84.52,102.27
0432217249,NOZZLE AND HOLDER ASSY,319.74,386.89
0432217253,NOZZLE AND HOLDER ASSY,244.54,295.89
0432217258,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217266,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217268,NOZZLE AND HOLDER ASSY,244.54,295.89
0432217270,NOZZLE AND HOLDER ASSY,393.00,475.53
0432217273,NOZZLE AND HOLDER ASSY,206.50,249.87
0432217274,NOZZLE AND HOLDER ASSY,291.12,352.26
0432217275,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217276,NOZZLE AND HOLDER ASSY,176.97,214.13
0432217278,NOZZLE AND HOLDER ASSY,156.25,189.07
0432217279,NOZZLE AND HOLDER ASSY,234.91,284.24
0432217280,NOZZLE AND HOLDER ASSY,257.89,312.05
0432217281,NOZZLE AND HOLDER ASSY,206.50,249.87
0432217282,NOZZLE AND HOLDER ASSY,411.23,497.59
0432217284,NOZZLE AND HOLDER ASSY,132.22,159.98
0432217286,NOZZLE AND HOLDER ASSY,249.35,301.72
0432217287,NOZZLE AND HOLDER ASSY,136.41,165.06
0432217290,NOZZLE AND HOLDER ASSY,194.09,234.85
0432217292,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217293,NOZZLE AND HOLDER ASSY,79.36,96.03
0432217294,NOZZLE AND HOLDER ASSY,411.23,497.59
0432217296,NOZZLE AND HOLDER ASSY,408.22,493.95
0432217297,NOZZLE AND HOLDER ASSY,117.72,142.44
0432217299,NOZZLE AND HOLDER ASSY,224.22,271.30
0432217301,NOZZLE AND HOLDER ASSY,254.69,308.18
0432217303,NOZZLE AND HOLDER ASSY,466.54,564.51
0432217304,NOZZLE AND HOLDER ASSY,289.31,350.06
0432217305,NOZZLE AND HOLDER ASSY,195.77,236.88
0432217306,NOZZLE AND HOLDER ASSY,157.58,190.67
0432217307,NOZZLE AND HOLDER ASSY,271.86,328.96
0432217308,NOZZLE AND HOLDER ASSY,129.73,156.97
0432217309,NOZZLE AND HOLDER ASSY,240.96,291.56
0432217310,NOZZLE AND HOLDER ASSY,183.32,221.82
0432217311,NOZZLE AND HOLDER ASSY,282.55,341.88
0432226004,NOZZLE AND HOLDER ASSY,495.31,599.33
0432227022,Smidzin?t?js,382.91,463.32
0432227027,NOZZLE AND HOLDER ASSY,521.09,630.52
0432227033,Smidzin?t?js,530.51,641.92
0432227035,NOZZLE AND HOLDER ASSY,294.38,356.19
0432231031,NOZZLE AND HOLDER ASSY,1032.32,1249.11
0432231034,NOZZLE AND HOLDER ASSY,764.37,924.89
0432231046,NOZZLE AND HOLDER ASSY,688.39,832.95
0432231052,NOZZLE AND HOLDER ASSY,670.42,811.21
0432231599,NOZZLE AND HOLDER ASSY,269.76,326.41
0432231658,NOZZLE AND HOLDER ASSY,229.13,277.25
0432231659,NOZZLE AND HOLDER ASSY,275.34,333.17
0432231660,NOZZLE AND HOLDER ASSY,285.76,345.77
0432231661,NOZZLE AND HOLDER ASSY,288.17,348.68
0432231662,NOZZLE AND HOLDER ASSY,269.76,326.41
0432231663,NOZZLE AND HOLDER ASSY,184.29,222.99
0432231664,NOZZLE AND HOLDER ASSY,221.40,267.89
0432231665,NOZZLE AND HOLDER ASSY,164.65,199.22
0432231667,NOZZLE AND HOLDER ASSY,246.07,297.74
0432231669,NOZZLE AND HOLDER ASSY,280.93,339.93
0432231674,NOZZLE AND HOLDER ASSY,230.25,278.60
0432231676,NOZZLE AND HOLDER ASSY,289.28,350.03
0432231679,NOZZLE AND HOLDER ASSY,269.76,326.41
0432231681,NOZZLE AND HOLDER ASSY,282.23,341.49
0432231686,NOZZLE AND HOLDER ASSY,266.79,322.82
0432231688,NOZZLE AND HOLDER ASSY,250.88,303.56
0432231692,NOZZLE AND HOLDER ASSY,1228.73,1486.77
0432231694,NOZZLE AND HOLDER ASSY,645.44,780.98
0432231696,NOZZLE AND HOLDER ASSY,650.15,786.68
0432231699,NOZZLE AND HOLDER ASSY,243.70,294.88
0432231702,NOZZLE AND HOLDER ASSY,243.70,294.88
0432231711,NOZZLE AND HOLDER ASSY,1453.87,1759.18
0432231722,NOZZLE AND HOLDER ASSY,91.77,111.04
0432231726,NOZZLE AND HOLDER ASSY,280.93,339.93
0432231736,NOZZLE AND HOLDER ASSY,90.63,109.66
0432231741,NOZZLE AND HOLDER ASSY,246.07,297.74
0432231745,NOZZLE AND HOLDER ASSY,1055.02,1276.58
0432231762,NOZZLE AND HOLDER ASSY,600.51,726.61
0432231765,NOZZLE AND HOLDER ASSY,252.41,305.41
0432231768,NOZZLE AND HOLDER ASSY,286.50,346.67
0432231770,NOZZLE AND HOLDER ASSY,317.72,384.44
0432231775,Smidzin?t?js,386.31,467.43
0432231778,NOZZLE AND HOLDER ASSY,292.63,354.08
0432231788,NOZZLE AND HOLDER ASSY,246.07,297.74
0432231795,NOZZLE AND HOLDER ASSY,280.93,339.93
0432231815,NOZZLE AND HOLDER ASSY,280.93,339.93
0432231823,NOZZLE AND HOLDER ASSY,93.68,113.35
0432231857,NOZZLE AND HOLDER ASSY,274.47,332.10
0432231860,NOZZLE AND HOLDER ASSY,202.73,245.30
0432231870,NOZZLE AND HOLDER ASSY,355.88,430.61
0432231887,NOZZLE AND HOLDER ASSY,321.49,389.00
0432237006,NOZZLE AND HOLDER ASSY,291.97,353.28
0432281103,NOZZLE AND HOLDER ASSY,430.13,520.46
0432281708,NOZZLE AND HOLDER ASSY,396.23,479.44
0432281761,NOZZLE AND HOLDER ASSY,406.56,491.94
0432281779,NOZZLE AND HOLDER ASSY,393.06,475.61
0432281812,NOZZLE AND HOLDER ASSY,406.56,491.94
0432287007,NOZZLE AND HOLDER ASSY,310.02,375.12
0432291029,NOZZLE AND HOLDER ASSY,286.50,346.67
0432291042,NOZZLE AND HOLDER ASSY,356.59,431.48
0432291044,NOZZLE AND HOLDER ASSY,297.83,360.38
0432291047,NOZZLE AND HOLDER ASSY,316.58,383.06
0432291048,NOZZLE AND HOLDER ASSY,289.22,349.96
0432291495,NOZZLE AND HOLDER ASSY,291.79,353.07
0432291497,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291498,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291505,NOZZLE AND HOLDER ASSY,243.70,294.88
0432291508,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291509,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291510,NOZZLE AND HOLDER ASSY,699.15,845.97
0432291512,NOZZLE AND HOLDER ASSY,250.81,303.48
0432291513,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291514,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291516,NOZZLE AND HOLDER ASSY,239.09,289.30
0432291517,NOZZLE AND HOLDER ASSY,286.50,346.67
0432291518,NOZZLE AND HOLDER ASSY,291.79,353.07
0432291519,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291520,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291524,NOZZLE AND HOLDER ASSY,701.59,848.92
0432291525,NOZZLE AND HOLDER ASSY,284.76,344.56
0432291528,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291531,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291533,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291534,NOZZLE AND HOLDER ASSY,287.65,348.06
0432291538,NOZZLE AND HOLDER ASSY,439.82,532.19
0432291540,NOZZLE AND HOLDER ASSY,293.13,354.69
0432291542,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291543,NOZZLE AND HOLDER ASSY,299.06,361.87
0432291546,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291549,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291550,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291552,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291553,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291554,NOZZLE AND HOLDER ASSY,239.09,289.30
0432291555,NOZZLE AND HOLDER ASSY,79.36,96.03
0432291559,NOZZLE AND HOLDER ASSY,197.46,238.93
0432291562,NOZZLE AND HOLDER ASSY,259.71,314.25
0432291568,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291569,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291573,NOZZLE AND HOLDER ASSY,247.84,299.88
0432291577,NOZZLE AND HOLDER ASSY,263.73,319.12
0432291580,NOZZLE AND HOLDER ASSY,245.73,297.33
0432291585,NOZZLE AND HOLDER ASSY,243.70,294.88
0432291590,NOZZLE AND HOLDER ASSY,234.24,283.42
0432291591,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291606,NOZZLE AND HOLDER ASSY,80.89,97.88
0432291617,NOZZLE AND HOLDER ASSY,242.02,292.84
0432291621,NOZZLE AND HOLDER ASSY,273.68,331.15
0432291624,NOZZLE AND HOLDER ASSY,287.15,347.45
0432291633,NOZZLE AND HOLDER ASSY,277.36,335.61
0432291634,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291635,NOZZLE AND HOLDER ASSY,277.46,335.73
0432291638,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291644,NOZZLE AND HOLDER ASSY,273.68,331.15
0432291645,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291648,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291650,NOZZLE AND HOLDER ASSY,284.09,343.75
0432291652,Smidzin?t?js,265.76,321.58
0432291654,NOZZLE AND HOLDER ASSY,228.75,276.79
0432291655,NOZZLE AND HOLDER ASSY,243.35,294.45
0432291657,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291664,NOZZLE AND HOLDER ASSY,250.81,303.48
0432291669,NOZZLE AND HOLDER ASSY,84.90,102.73
0432291671,NOZZLE AND HOLDER ASSY,243.70,294.88
0432291672,NOZZLE AND HOLDER ASSY,273.68,331.15
0432291685,NOZZLE AND HOLDER ASSY,246.07,297.74
0432291686,NOZZLE AND HOLDER ASSY,246.60,298.38
0432291692,NOZZLE AND HOLDER ASSY,249.13,301.45
0432291699,NOZZLE AND HOLDER ASSY,84.90,102.73
0432291701,NOZZLE AND HOLDER ASSY,247.84,299.88
0432291710,NOZZLE AND HOLDER ASSY,273.68,331.15
0432291711,NOZZLE AND HOLDER ASSY,272.10,329.24
0432291725,NOZZLE AND HOLDER ASSY,244.67,296.05
0432291731,NOZZLE AND HOLDER ASSY,288.17,348.68
0432291752,NOZZLE AND HOLDER ASSY,283.14,342.60
0432291753,NOZZLE AND HOLDER ASSY,250.97,303.68
0432291757,NOZZLE AND HOLDER ASSY,241.09,291.72
0432291782,NOZZLE AND HOLDER ASSY,280.93,339.93
0432291783,Smidzin?t?js,298.82,361.58
0432291807,NOZZLE AND HOLDER ASSY,160.83,194.61
0432291827,NOZZLE AND HOLDER ASSY,348.54,421.74
0432292860,NOZZLE AND HOLDER ASSY,262.62,317.77
0432292863,NOZZLE AND HOLDER ASSY,287.15,347.45
0432292866,NOZZLE AND HOLDER ASSY,299.06,361.87
0432292867,NOZZLE AND HOLDER ASSY,244.67,296.05
0432292881,NOZZLE AND HOLDER ASSY,268.36,324.72
0432297032,NOZZLE AND HOLDER ASSY,246.07,297.74
0432297034,NOZZLE AND HOLDER ASSY,225.31,272.63
